DATE,RCON65Q4,RCON66Q1,RCON66Q2,RCON66Q3,RCON66Q4,RCON67Q1,RCON67Q2,RCON67Q3,RCON67Q4,RCON68Q1,RCON68Q2,RCON68Q3,RCON68Q4,RCON69Q1,RCON69Q2,RCON69Q3,RCON69Q4,RCON70Q1,RCON70Q2,RCON70Q3,RCON70Q4,RCON71Q1,RCON71Q2,RCON71Q3,RCON71Q4,RCON72Q1,RCON72Q2,RCON72Q3,RCON72Q4,RCON73Q1,RCON73Q2,RCON73Q3,RCON73Q4,RCON74Q1,RCON74Q2,RCON74Q3,RCON74Q4,RCON75Q1,RCON75Q2,RCON75Q3,RCON75Q4,RCON76Q1,RCON76Q2,RCON76Q3,RCON76Q4,RCON77Q1,RCON77Q2,RCON77Q3,RCON77Q4,RCON78Q1,RCON78Q2,RCON78Q3,RCON78Q4,RCON79Q1,RCON79Q2,RCON79Q3,RCON79Q4,RCON80Q1,RCON80Q2,RCON80Q3,RCON80Q4,RCON81Q1,RCON81Q2,RCON81Q3,RCON81Q4,RCON82Q1,RCON82Q2,RCON82Q3,RCON82Q4,RCON83Q1,RCON83Q2,RCON83Q3,RCON83Q4,RCON84Q1,RCON84Q2,RCON84Q3,RCON84Q4,RCON85Q1,RCON85Q2,RCON85Q3,RCON85Q4,RCON86Q1,RCON86Q2,RCON86Q3,RCON86Q4,RCON87Q1,RCON87Q2,RCON87Q3,RCON87Q4,RCON88Q1,RCON88Q2,RCON88Q3,RCON88Q4,RCON89Q1,RCON89Q2,RCON89Q3,RCON89Q4,RCON90Q1,RCON90Q2,RCON90Q3,RCON90Q4,RCON91Q1,RCON91Q2,RCON91Q3,RCON91Q4,RCON92Q1,RCON92Q2,RCON92Q3,RCON92Q4,RCON93Q1,RCON93Q2,RCON93Q3,RCON93Q4,RCON94Q1,RCON94Q2,RCON94Q3,RCON94Q4,RCON95Q1,RCON95Q2,RCON95Q3,RCON95Q4,RCON96Q1,RCON96Q2,RCON96Q3,RCON96Q4,RCON97Q1,RCON97Q2,RCON97Q3,RCON97Q4,RCON98Q1,RCON98Q2,RCON98Q3,RCON98Q4,RCON99Q1,RCON99Q2,RCON99Q3,RCON99Q4,RCON00Q1,RCON00Q2,RCON00Q3,RCON00Q4,RCON01Q1,RCON01Q2,RCON01Q3,RCON01Q4,RCON02Q1,RCON02Q2,RCON02Q3,RCON02Q4,RCON03Q1,RCON03Q2,RCON03Q3,RCON03Q4,RCON04Q1,RCON04Q2,RCON04Q3,RCON04Q4,RCON05Q1,RCON05Q2,RCON05Q3,RCON05Q4,RCON06Q1,RCON06Q2,RCON06Q3,RCON06Q4,RCON07Q1,RCON07Q2,RCON07Q3,RCON07Q4,RCON08Q1,RCON08Q2,RCON08Q3,RCON08Q4,RCON09Q1,RCON09Q2,RCON09Q3,RCON09Q4,RCON10Q1,RCON10Q2,RCON10Q3,RCON10Q4,RCON11Q1,RCON11Q2,RCON11Q3,RCON11Q4,RCON12Q1,RCON12Q2,RCON12Q3,RCON12Q4,RCON13Q1,RCON13Q2,RCON13Q3,RCON13Q4,RCON14Q1,RCON14Q2,RCON14Q3,RCON14Q4,RCON15Q1,RCON15Q2,RCON15Q3,RCON15Q4,RCON16Q1,RCON16Q2,RCON16Q3,RCON16Q4,RCON17Q1,RCON17Q2,RCON17Q3,RCON17Q4,RCON18Q1,RCON18Q2,RCON18Q3,RCON18Q4,RCON19Q1,RCON19Q2,RCON19Q3,RCON19Q4,RCON20Q1,RCON20Q2,RCON20Q3,RCON20Q4,RCON21Q1,RCON21Q2,RCON21Q3,RCON21Q4,RCON22Q1,RCON22Q2,RCON22Q3,RCON22Q4,RCON23Q1,RCON23Q2,RCON23Q3,RCON23Q4,RCON24Q1
2000:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,259.60","6,260.60","6,260.60","6,260.60","6,226.30","6,226.30","6,226.30","6,226.30","6,198.20","6,198.20","6,198.20","6,198.20","6,198.20","6,198.20","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","6,703.30","7,571.80","7,571.80","7,571.80","7,571.80","7,571.80","7,571.80","7,571.80","7,571.80","7,568.30","7,568.30","7,568.30","7,568.30","7,568.30","7,568.30","7,568.30","7,568.30","8,142.10","8,142.10","8,142.10","8,142.10","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,132.20","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,603.00","8,625.40","8,625.40","8,625.40","8,625.40","8,625.40","8,625.40","8,625.40","8,625.40","8,625.40","9,124.20","9,124.20"
2000:Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,330.40","6,329.80","6,329.80","6,292.10","6,292.10","6,292.10","6,292.10","6,256.80","6,256.80","6,256.80","6,256.80","6,256.80","6,256.80","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","6,768.00","7,645.90","7,645.90","7,645.90","7,645.90","7,645.90","7,645.90","7,645.90","7,645.90","7,642.40","7,642.40","7,642.40","7,642.40","7,642.40","7,642.40","7,642.40","7,642.40","8,223.10","8,223.10","8,223.10","8,223.10","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,211.30","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,687.50","8,708.10","8,708.10","8,708.10","8,708.10","8,708.10","8,708.10","8,708.10","8,708.10","8,708.10","9,211.60","9,211.60"
2000:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,374.60","6,373.30","6,341.10","6,341.10","6,341.10","6,341.10","6,288.80","6,288.80","6,288.80","6,288.80","6,288.80","6,288.80","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","6,825.00","7,713.50","7,713.50","7,713.50","7,713.50","7,713.50","7,713.50","7,713.50","7,713.50","7,710.00","7,710.00","7,710.00","7,710.00","7,710.00","7,710.00","7,710.00","7,710.00","8,296.10","8,296.10","8,296.10","8,296.10","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,284.40","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,762.20","8,784.20","8,784.20","8,784.20","8,784.20","8,784.20","8,784.20","8,784.20","8,784.20","8,784.20","9,292.10","9,292.10"
2001:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,422.60","6,388.50","6,388.50","6,388.50","6,388.50","6,326.00","6,326.00","6,326.00","6,326.00","6,326.00","6,326.00","6,833.70","6,833.70","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","6,853.10","7,744.30","7,744.30","7,744.30","7,744.30","7,744.30","7,744.30","7,744.30","7,744.30","7,740.80","7,740.80","7,740.80","7,740.80","7,740.80","7,740.80","7,740.80","7,740.80","8,325.70","8,325.70","8,325.70","8,325.70","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,319.40","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,797.30","8,816.00","8,816.00","8,816.00","8,816.00","8,816.00","8,816.00","8,816.00","8,816.00","8,816.00","9,325.80","9,325.80"
2001:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,422.50","6,428.40","6,428.40","6,428.40","6,348.00","6,348.00","6,348.00","6,348.00","6,348.00","6,348.00","6,872.20","6,872.20","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","6,870.30","7,773.50","7,773.50","7,773.50","7,773.50","7,773.50","7,773.50","7,773.50","7,773.50","7,770.00","7,770.00","7,770.00","7,770.00","7,770.00","7,770.00","7,770.00","7,770.00","8,348.30","8,348.30","8,348.30","8,348.30","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,340.80","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,818.10","8,833.70","8,833.70","8,833.70","8,833.70","8,833.70","8,833.70","8,833.70","8,833.70","8,833.70","9,344.50","9,344.50"
2001:Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,447.80","6,443.90","6,443.90","6,370.90","6,370.90","6,370.90","6,370.90","6,370.90","6,370.90","6,904.20","6,904.20","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","6,900.50","7,807.70","7,807.70","7,807.70","7,807.70","7,807.70","7,807.70","7,807.70","7,807.70","7,804.20","7,804.20","7,804.20","7,804.20","7,804.20","7,804.20","7,804.20","7,804.20","8,376.30","8,376.30","8,376.30","8,376.30","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,371.20","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,848.30","8,864.50","8,864.50","8,864.50","8,864.50","8,864.50","8,864.50","8,864.50","8,864.50","8,864.50","9,377.00","9,377.00"
2001:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,528.40","6,540.30","6,464.00","6,464.00","6,464.00","6,464.00","6,464.00","6,464.00","7,008.20","7,008.20","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,017.60","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,926.40","7,926.40","7,926.40","7,926.40","7,926.40","7,926.40","7,926.40","7,926.40","8,499.80","8,499.80","8,499.80","8,499.80","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,499.10","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","8,980.60","9,007.50","9,007.50","9,007.50","9,007.50","9,007.50","9,007.50","9,007.50","9,007.50","9,007.50","9,528.30","9,528.30"
2002:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,597.50","6,513.80","6,513.80","6,513.80","6,513.80","6,513.80","6,513.80","7,079.20","7,079.20","7,049.70","7,049.70","7,049.70","7,049.70","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,042.20","7,957.30","7,957.30","7,957.30","7,957.30","7,957.30","7,957.30","7,957.30","7,957.30","7,953.70","7,953.70","7,953.70","7,953.70","7,953.70","7,953.70","7,953.70","7,953.70","8,527.00","8,527.00","8,527.00","8,527.00","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","8,524.60","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,008.10","9,027.50","9,027.50","9,027.50","9,027.50","9,027.50","9,027.50","9,027.50","9,027.50","9,027.50","9,549.50","9,549.50"
2002:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,544.20","6,542.40","6,542.40","6,542.40","6,542.40","6,542.40","7,124.50","7,124.50","7,099.20","7,099.20","7,099.20","7,099.20","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,083.50","7,997.80","7,997.80","7,997.80","7,997.80","7,997.80","7,997.80","7,997.80","7,997.80","7,994.10","7,994.10","7,994.10","7,994.10","7,994.10","7,994.10","7,994.10","7,994.10","8,572.20","8,572.20","8,572.20","8,572.20","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","8,568.10","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,054.30","9,073.20","9,073.20","9,073.20","9,073.20","9,073.20","9,073.20","9,073.20","9,073.20","9,073.20","9,597.80","9,597.80"
2002:Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,610.80","6,609.90","6,609.90","6,609.90","6,609.90","7,159.20","7,159.20","7,149.90","7,149.90","7,149.90","7,149.90","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","7,123.20","8,052.00","8,052.00","8,052.00","8,052.00","8,052.00","8,052.00","8,052.00","8,052.00","8,048.30","8,048.30","8,048.30","8,048.30","8,048.30","8,048.30","8,048.30","8,048.30","8,633.00","8,633.00","8,633.00","8,633.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","8,628.00","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,119.90","9,136.70","9,136.70","9,136.70","9,136.70","9,136.70","9,136.70","9,136.70","9,136.70","9,136.70","9,665.00","9,665.00"
2002:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,625.70","6,637.90","6,637.90","6,637.90","7,198.90","7,198.90","7,194.60","7,194.60","7,194.60","7,194.60","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","7,148.20","8,080.60","8,080.60","8,080.60","8,080.60","8,080.60","8,080.60","8,080.60","8,080.60","8,076.90","8,076.90","8,076.90","8,076.90","8,076.90","8,076.90","8,076.90","8,076.90","8,669.10","8,669.10","8,669.10","8,669.10","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","8,674.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,172.40","9,187.50","9,187.50","9,187.50","9,187.50","9,187.50","9,187.50","9,187.50","9,187.50","9,187.50","9,718.70","9,718.70"
2003:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,660.50","6,670.90","6,670.90","7,244.10","7,244.10","7,242.20","7,242.20","7,242.20","7,242.20","7,192.20","7,192.20","7,192.20","7,192.20","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","7,184.90","8,122.30","8,122.30","8,122.30","8,122.30","8,122.30","8,122.30","8,122.30","8,122.30","8,117.70","8,117.70","8,117.70","8,117.70","8,117.70","8,117.70","8,117.70","8,117.70","8,712.20","8,712.20","8,712.20","8,712.20","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","8,712.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,215.50","9,232.80","9,232.80","9,232.80","9,232.80","9,232.80","9,232.80","9,232.80","9,232.80","9,232.80","9,766.60","9,766.60"
2003:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,726.00","6,733.90","7,304.00","7,304.00","7,311.40","7,311.40","7,311.40","7,311.40","7,256.80","7,256.80","7,256.80","7,256.80","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","7,249.30","8,197.80","8,197.80","8,197.80","8,197.80","8,197.80","8,197.80","8,197.80","8,197.80","8,198.10","8,198.10","8,198.10","8,198.10","8,198.10","8,198.10","8,198.10","8,198.10","8,810.10","8,810.10","8,810.10","8,810.10","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","8,809.50","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,319.00","9,338.50","9,338.50","9,338.50","9,338.50","9,338.50","9,338.50","9,338.50","9,338.50","9,338.50","9,878.40","9,878.40"
2003:Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,842.10","7,426.60","7,426.60","7,401.70","7,401.70","7,401.70","7,401.70","7,360.70","7,360.70","7,360.70","7,360.70","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","7,352.90","8,312.10","8,312.10","8,312.10","8,312.10","8,312.10","8,312.10","8,312.10","8,312.10","8,308.50","8,308.50","8,308.50","8,308.50","8,308.50","8,308.50","8,308.50","8,308.50","8,938.20","8,938.20","8,938.20","8,938.20","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","8,939.40","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,455.70","9,470.50","9,470.50","9,470.50","9,470.50","9,470.50","9,470.50","9,470.50","9,470.50","9,470.50","10,018.10","10,018.10"
2003:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,474.20","7,486.20","7,466.80","7,466.80","7,466.80","7,466.80","7,416.40","7,416.40","7,416.40","7,416.40","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","7,394.30","8,358.00","8,358.00","8,358.00","8,358.00","8,358.00","8,358.00","8,358.00","8,358.00","8,353.70","8,353.70","8,353.70","8,353.70","8,353.70","8,353.70","8,353.70","8,353.70","9,004.30","9,004.30","9,004.30","9,004.30","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,008.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,519.80","9,535.70","9,535.70","9,535.70","9,535.70","9,535.70","9,535.70","9,535.70","9,535.70","9,535.70","10,087.10","10,087.10"
2004:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,555.60","7,543.00","7,543.00","7,543.00","7,543.00","7,501.40","7,501.40","7,501.40","7,501.40","7,479.80","7,479.80","7,479.80","7,479.80","7,475.10","7,475.10","7,475.10","7,475.10","7,475.10","7,475.10","7,475.10","7,475.10","8,437.60","8,437.60","8,437.60","8,437.60","8,437.60","8,437.60","8,437.60","8,437.60","8,427.60","8,427.60","8,427.60","8,427.60","8,427.60","8,427.60","8,427.60","8,427.60","9,096.30","9,096.30","9,096.30","9,096.30","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,096.40","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,604.50","9,624.60","9,624.60","9,624.60","9,624.60","9,624.60","9,624.60","9,624.60","9,624.60","9,624.60","10,181.10","10,181.10"
2004:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,562.50","7,572.40","7,572.40","7,572.40","7,536.60","7,536.60","7,536.60","7,536.60","7,534.40","7,534.40","7,534.40","7,534.40","7,520.50","7,520.50","7,520.50","7,520.50","7,520.50","7,520.50","7,520.50","7,520.50","8,483.20","8,483.20","8,483.20","8,483.20","8,483.20","8,483.20","8,483.20","8,483.20","8,465.10","8,465.10","8,465.10","8,465.10","8,465.10","8,465.10","8,465.10","8,465.10","9,152.40","9,152.40","9,152.40","9,152.40","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,155.50","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,664.30","9,677.20","9,677.20","9,677.20","9,677.20","9,677.20","9,677.20","9,677.20","9,677.20","9,677.20","10,236.70","10,236.70"
