DATE,WTISPLC
1974-07-01,10.1100000000000000
1974-10-01,11.1600000000000000
1975-01-01,11.1600000000000000
1975-04-01,11.1600000000000000
1975-07-01,11.1600000000000000
1975-10-01,11.1600000000000000
1976-01-01,11.7633333333333333
1976-04-01,12.1700000000000000
1976-07-01,12.7466666666666667
1976-10-01,13.9000000000000000
1977-01-01,13.9000000000000000
1977-04-01,13.9000000000000000
1977-07-01,14.5333333333333333
1977-10-01,14.8500000000000000
1978-01-01,14.8500000000000000
1978-04-01,14.8500000000000000
1978-07-01,14.8500000000000000
1978-10-01,14.8500000000000000
1979-01-01,15.5166666666666667
1979-04-01,17.6833333333333333
1979-07-01,25.5833333333333333
1979-10-01,30.8333333333333333
1980-01-01,35.8333333333333333
1980-04-01,39.5000000000000000
1980-07-01,37.8333333333333333
1980-10-01,36.3333333333333333
1981-01-01,38.0000000000000000
1981-04-01,37.3333333333333333
1981-07-01,36.0000000000000000
1981-10-01,35.3333333333333333
1982-01-01,31.2966666666666667
1982-04-01,34.8166666666666667
1982-07-01,34.5800000000000000
1982-10-01,33.8500000000000000
1983-01-01,29.6533333333333333
1983-04-01,30.5366666666666667
1983-07-01,31.5600000000000000
1983-10-01,29.8300000000000000
1984-01-01,30.1986666666666667
1984-04-01,30.3683333333333333
1984-07-01,29.1043333333333333
1984-10-01,27.4306666666666667
1985-01-01,27.0500000000000000
1985-04-01,27.8570000000000000
1985-07-01,27.7910000000000000
1985-10-01,29.1930000000000000
1986-01-01,17.0016666666666667
1986-04-01,13.9200000000000000
1986-07-01,13.8600000000000000
1986-10-01,15.3783333333333333
1987-01-01,18.2290000000000000
1987-04-01,19.3640000000000000
1987-07-01,20.3850000000000000
1987-10-01,18.6696666666666667
1988-01-01,16.7140000000000000
1988-04-01,17.2810000000000000
1988-07-01,15.1630000000000000
1988-10-01,14.6803333333333333
1989-01-01,18.4180000000000000
1989-04-01,20.3590000000000000
1989-07-01,19.2533333333333333
1989-10-01,20.3330000000000000
1990-01-01,21.7223333333333333
1990-04-01,17.8966666666666667
1990-07-01,26.4996666666666667
1990-10-01,31.8530000000000000
1991-01-01,21.7806666666666667
1991-04-01,20.7526666666666667
1991-07-01,21.6550000000000000
1991-10-01,21.7366666666666667
1992-01-01,18.9103333333333333
1992-04-01,21.1860000000000000
1992-07-01,21.6703333333333333
1992-10-01,20.4790000000000000
1993-01-01,19.8250000000000000
1993-04-01,19.7600000000000000
1993-07-01,17.7963333333333333
1993-10-01,16.4513333333333333
1994-01-01,14.8133333333333333
1994-04-01,17.7766666666666667
1994-07-01,18.4966666666666667
1994-10-01,17.6566666666666667
1995-01-01,18.3566666666666667
1995-04-01,19.3433333333333333
1995-07-01,17.8533333333333333
1995-10-01,18.1566666666666667
1996-01-01,19.7700000000000000
1996-04-01,21.7566666666666667
1996-07-01,22.4233333333333333
1996-10-01,24.6666666666666667
1997-01-01,22.7900000000000000
1997-04-01,19.9066666666666667
1997-07-01,19.7833333333333333
1997-10-01,19.9166666666666667
1998-01-01,15.9300000000000000
1998-04-01,14.6533333333333333
1998-07-01,14.1300000000000000
1998-10-01,12.8400000000000000
1999-01-01,13.0466666666666667
1999-04-01,17.6600000000000000
1999-07-01,21.7366666666666667
1999-10-01,24.5633333333333333
2000-01-01,28.8066666666666667
2000-04-01,28.7833333333333333
2000-07-01,31.6233333333333333
2000-10-01,31.9800000000000000
2001-01-01,28.8100000000000000
2001-04-01,27.8833333333333333
2001-07-01,26.6000000000000000
2001-10-01,20.4033333333333333
2002-01-01,21.6100000000000000
2002-04-01,26.2700000000000000
2002-07-01,28.3300000000000000
2002-10-01,28.1800000000000000
2003-01-01,34.1200000000000000
2003-04-01,29.0366666666666667
2003-07-01,30.2133333333333333
2003-10-01,31.1900000000000000
2004-01-01,35.2566666666666667
2004-04-01,38.3300000000000000
2004-07-01,43.8600000000000000
2004-10-01,48.3066666666666667
2005-01-01,49.7066666666666667
2005-04-01,53.0433333333333333
2005-07-01,63.0800000000000000
2005-10-01,60.0333333333333333
2006-01-01,63.3466666666666667
2006-04-01,70.5300000000000000
2006-07-01,70.4433333333333333
2006-10-01,60.0933333333333333
2007-01-01,58.1300000000000000
2007-04-01,64.9700000000000000
2007-07-01,75.5000000000000000
2007-10-01,90.8500000000000000
2008-01-01,97.9533333333333333
2008-04-01,123.9633333333333333
2008-07-01,117.9833333333333333
2008-10-01,58.3700000000000000
2009-01-01,42.9600000000000000
2009-04-01,59.5433333333333333
2009-07-01,68.2033333333333333
2009-10-01,76.0666666666666667
2010-01-01,78.6266666666666667
2010-04-01,77.8900000000000000
2010-07-01,76.1666666666666667
2010-10-01,85.0266666666666667
2011-01-01,93.9800000000000000
2011-04-01,102.5533333333333333
2011-07-01,89.7100000000000000
2011-10-01,94.0633333333333333
2012-01-01,102.8933333333333333
2012-04-01,93.4800000000000000
2012-07-01,92.2700000000000000
2012-10-01,88.1600000000000000
2013-01-01,94.3533333333333333
2013-04-01,94.2233333333333333
2013-07-01,105.8233333333333333
2013-10-01,97.3433333333333333
2014-01-01,98.7466666666666667
2014-04-01,103.3466666666666667
2014-07-01,97.7800000000000000
2014-10-01,73.1600000000000000
2015-01-01,48.5400000000000000
2015-04-01,57.8466666666666667
2015-07-01,46.4166666666666667
2015-10-01,41.9500000000000000
2016-01-01,33.1833333333333333
2016-04-01,45.4066666666666667
2016-07-01,44.8500000000000000
2016-10-01,49.1366666666666667
2017-01-01,51.7666666666666667
2017-04-01,48.2400000000000000
2017-07-01,48.1633333333333333
2017-10-01,55.3666666666666667
2018-01-01,62.8866666666666667
2018-04-01,68.0333333333333333
2018-07-01,69.7566666666666667
2018-10-01,59.0766666666666667
2019-01-01,54.8266666666666667
2019-04-01,59.7833333333333333
2019-07-01,56.3700000000000000
2019-10-01,56.9566666666666667
2020-01-01,45.7566666666666667
2020-04-01,27.8066666666666667
2020-07-01,40.8933333333333333
2020-10-01,42.4533333333333333
2021-01-01,57.7900000000000000
2021-04-01,66.0900000000000000
2021-07-01,70.6233333333333333
2021-10-01,77.4466666666666667
2022-01-01,94.4533333333333333
2022-04-01,108.7233333333333333
2022-07-01,93.1833333333333333
2022-10-01,82.7866666666666667
2023-01-01,76.0766666666666667
2023-04-01,73.7600000000000000
2023-07-01,82.2966666666666667
2023-10-01,78.4100000000000000
2024-01-01,77.5600000000000000
